OrderID,Segment,ProductID,Category,SubCategory,CustomeName,Product Name,Sales,Quantity,Discount,Profit
CA-2017-150707,Home Office,OFF-BI-10001078,Office Supplies,Binders,Ed Ludwig,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",37.66,7,0,18.4534
CA-2014-104976,Corporate,OFF-PA-10003845,Office Supplies,Paper,Cyma Kinney,Xerox 1987,34.68,6,0,16.9932
CA-2017-132934,Consumer,TEC-AC-10000927,Technology,Accessories,Jeremy Ellison,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,149.95,5,0,14.995
CA-2017-132934,Consumer,OFF-BI-10001098,Office Supplies,Binders,Jeremy Ellison,Acco D-Ring Binder w/DublLock,51.312,3,0.2,18.6006
CA-2017-133256,Home Office,OFF-PA-10001622,Office Supplies,Paper,Tracy Hopkins,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",4.54,1,0,2.043
CA-2017-133256,Home Office,OFF-AR-10003158,Office Supplies,Art,Tracy Hopkins,Fluorescent Highlighters by Dixon,15.92,4,0,5.4128
CA-2017-133256,Home Office,TEC-PH-10002660,Technology,Phones,Tracy Hopkins,Nortel Networks T7316 E Nt8 B27,543.92,8,0,135.98
CA-2016-105494,Corporate,OFF-ST-10002205,Office Supplies,Storage,Pamela Coakley,File Shuttle I and Handi-File,155.82,7,0,42.0714
CA-2016-105494,Corporate,OFF-BI-10003364,Office Supplies,Binders,Pamela Coakley,Binding Machine Supplies,70.008,3,0.2,24.5028
CA-2016-140634,Consumer,OFF-EN-10001099,Office Supplies,Envelopes,Hunter Lopez,Staple envelope,15.648,2,0.2,5.0856
CA-2014-144407,Consumer,OFF-LA-10003923,Office Supplies,Labels,Maribeth Schnelling,Alphabetical Labels for Top Tab Filing,103.6,7,0,51.8
CA-2017-160983,Corporate,OFF-PA-10002250,Office Supplies,Paper,George Bell,Things To Do Today Pad,46.96,8,0,22.5408
US-2016-114622,Corporate,OFF-BI-10004716,Office Supplies,Binders,Justin Ritter,Wilson Jones Hanging Recycled Pressboard Data Binders,8.904,2,0.7,-6.5296
CA-2017-150959,Consumer,OFF-LA-10001045,Office Supplies,Labels,Tamara Dahlen,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,10.44,5,0.2,3.393
CA-2017-150959,Consumer,OFF-BI-10001510,Office Supplies,Binders,Tamara Dahlen,Deluxe Heavy-Duty Vinyl Round Ring Binder,18.336,4,0.8,-32.088
CA-2017-132353,Consumer,TEC-PH-10004536,Technology,Phones,Dave Brooks,Avaya 5420 Digital phone,323.976,3,0.2,20.2485
CA-2016-130477,Consumer,OFF-PA-10002947,Office Supplies,Paper,Logan Currie,Xerox 1923,20.04,3,0,9.6192
CA-2016-130477,Consumer,OFF-ST-10002583,Office Supplies,Storage,Logan Currie,Fellowes Neat Ideas Storage Cubes,64.96,2,0,2.5984
CA-2016-130477,Consumer,OFF-PA-10000019,Office Supplies,Paper,Logan Currie,Xerox 1931,12.96,2,0,6.2208
CA-2017-143259,Consumer,FUR-BO-10003441,Furniture,Bookcases,Patrick O'Donnell,"Bush Westfield Collection Bookcases, Fully Assembled",323.136,4,0.2,12.1176
CA-2017-143259,Consumer,TEC-PH-10004774,Technology,Phones,Patrick O'Donnell,Gear Head AU3700S Headset,90.93,7,0,2.7279
CA-2017-143259,Consumer,OFF-BI-10003684,Office Supplies,Binders,Patrick O'Donnell,Wilson Jones Legal Size Ring Binders,52.776,3,0.2,19.791
CA-2017-137596,Home Office,TEC-PH-10001494,Technology,Phones,Bill Eplett,Polycom CX600 IP Phone VoIP phone,1199.8,4,0,323.946
CA-2017-137596,Home Office,TEC-AC-10004666,Technology,Accessories,Bill Eplett,Maxell iVDR EX 500GB Cartridge,1928.78,7,0,829.3754
CA-2017-137596,Home Office,OFF-ST-10003816,Office Supplies,Storage,Bill Eplett,Fellowes High-Stak Drawer Files,352.38,2,0,81.0474
CA-2015-133627,Home Office,FUR-FU-10001935,Furniture,Furnishings,Sample Company A,3M Hangers With Command Adhesive,22.2,6,0,9.102
CA-2017-102519,Corporate,FUR-FU-10004091,Furniture,Furnishings,Brian Moss,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",46.94,1,0,19.2454
CA-2017-102519,Corporate,TEC-AC-10001772,Technology,Accessories,Brian Moss,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,143.73,9,0,56.0547
US-2014-141215,Corporate,FUR-TA-10001520,Furniture,Tables,Kelly Lampkin,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",99.918,2,0.3,-18.5562
US-2014-141215,Corporate,FUR-CH-10003379,Furniture,Chairs,Kelly Lampkin,Global Commerce Series High-Back Swivel/Tilt Chairs,797.944,4,0.3,-56.996
US-2014-141215,Corporate,OFF-BI-10002706,Office Supplies,Binders,Kelly Lampkin,Avery Premier Heavy-Duty Binder with Round Locking Rings,8.568,3,0.8,-14.5656
CA-2016-165218,Corporate,OFF-EN-10000056,Office Supplies,Envelopes,Rob Williams,Cameo Buff Policy Envelopes,149.352,3,0.2,50.4063
CA-2016-165218,Corporate,OFF-ST-10001558,Office Supplies,Storage,Rob Williams,Acco Perma 4000 Stacking Storage Drawers,12.992,1,0.2,-0.812
CA-2014-138296,Consumer,OFF-ST-10002444,Office Supplies,Storage,Roy Collins,Recycled Eldon Regeneration Jumbo File,24.56,2,0,6.8768
CA-2015-111164,Consumer,TEC-AC-10002473,Technology,Accessories,Sanjit Engle,Maxell 4.7GB DVD-R,85.14,3,0,34.9074
CA-2015-111164,Consumer,TEC-PH-10004531,Technology,Phones,Sanjit Engle,OtterBox Commuter Series Case - iPhone 5 & 5s,21.99,1,0,10.5552
CA-2015-111164,Consumer,OFF-AP-10004487,Office Supplies,Appliances,Sanjit Engle,Kensington 4 Outlet MasterPiece Compact Power Control Center,406.6,5,0,113.848
CA-2016-149797,Corporate,OFF-BI-10003650,Office Supplies,Binders,Adam Hart,GBC DocuBind 300 Electric Binding Machine,841.568,2,0.2,294.5488
CA-2014-132962,Consumer,OFF-PA-10003543,Office Supplies,Paper,Jessica Myrick,Xerox 1985,15.552,3,0.2,5.4432
CA-2014-132962,Consumer,TEC-AC-10004353,Technology,Accessories,Jessica Myrick,Hypercom P1300 Pinpad,252,5,0.2,53.55
CA-2015-115091,Home Office,OFF-AR-10000658,Office Supplies,Art,Joel Jenkins,Newell 324,46.2,4,0,12.936
CA-2015-115091,Home Office,OFF-AP-10000696,Office Supplies,Appliances,Joel Jenkins,Holmes Odor Grabber,28.84,2,0,9.5172
CA-2017-144932,Consumer,OFF-AR-10003560,Office Supplies,Art,Alan Barnes,Zebra Zazzle Fluorescent Highlighters,14.592,3,0.2,2.5536
CA-2017-144932,Consumer,OFF-AR-10001468,Office Supplies,Art,Alan Barnes,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",89.856,3,0.2,21.3408
CA-2017-144932,Consumer,OFF-PA-10004971,Office Supplies,Paper,Alan Barnes,Xerox 196,13.872,3,0.2,5.0286
CA-2017-114216,Consumer,OFF-PA-10002195,Office Supplies,Paper,Ralph Kennedy,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192,3,0.2,4.1148
CA-2016-140081,Home Office,OFF-PA-10001745,Office Supplies,Paper,Catherine Glotzbach,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",45.056,8,0.2,15.2064
CA-2016-140081,Home Office,OFF-BI-10004826,Office Supplies,Binders,Catherine Glotzbach,JM Magazine Binder,29.718,6,0.7,-21.7932
CA-2016-140081,Home Office,OFF-PA-10001870,Office Supplies,Paper,Catherine Glotzbach,Xerox 202,15.552,3,0.2,5.4432
CA-2016-140081,Home Office,OFF-AP-10001058,Office Supplies,Appliances,Catherine Glotzbach,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,447.696,2,0.2,33.5772
US-2017-111745,Corporate,TEC-AC-10003911,Technology,Accessories,Ruben Ausman,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,159.99,1,0,54.3966
CA-2015-148250,Corporate,OFF-PA-10000289,Office Supplies,Paper,Rachel Payne,Xerox 213,12.96,2,0,6.2208
CA-2015-148250,Corporate,OFF-AP-10003040,Office Supplies,Appliances,Rachel Payne,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,134.48,4,0,34.9648
CA-2016-105760,Corporate,OFF-PA-10000350,Office Supplies,Paper,Karen Carlisle,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",17.12,2,0,8.0464
CA-2016-142958,Corporate,OFF-BI-10001759,Office Supplies,Binders,Rob Williams,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.096,2,0.2,2.2098
CA-2016-142958,Corporate,FUR-TA-10000577,Furniture,Tables,Rob Williams,Bretford CR4500 Series Slim Rectangular Table,1114.272,4,0.2,41.7852
CA-2015-120880,Consumer,OFF-PA-10004101,Office Supplies,Paper,John Lucas,Xerox 1894,32.4,5,0,15.552
CA-2015-120880,Consumer,OFF-ST-10001496,Office Supplies,Storage,John Lucas,Standard Rollaway File with Lock,540.57,3,0,140.5482
CA-2015-120880,Consumer,OFF-BI-10002931,Office Supplies,Binders,John Lucas,"Avery Trapezoid Extra Heavy Duty 4"" Binders",167.76,5,0.2,62.91
US-2015-140200,Consumer,FUR-TA-10002356,Furniture,Tables,Cynthia Arntzen,Bevis Boat-Shaped Conference Table,393.165,3,0.5,-204.4458
US-2017-110576,Home Office,FUR-FU-10003601,Furniture,Furnishings,Ross Baird,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",516.488,7,0.2,-12.9122
US-2017-110576,Home Office,FUR-FU-10000576,Furniture,Furnishings,Ross Baird,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1007.232,6,0.2,75.5424
US-2017-110576,Home Office,FUR-TA-10004154,Furniture,Tables,Ross Baird,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2065.32,12,0.4,-619.596
US-2017-110576,Home Office,OFF-PA-10000788,Office Supplies,Paper,Ross Baird,Xerox 210,15.552,3,0.2,5.4432
US-2017-110576,Home Office,OFF-PA-10002479,Office Supplies,Paper,Ross Baird,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,6,0.2,7.92
CA-2017-131156,Consumer,FUR-FU-10001940,Furniture,Furnishings,Katherine Hughes,Staple-based wall hangings,25.472,4,0.2,7.6416
CA-2017-136539,Consumer,OFF-AR-10001958,Office Supplies,Art,Greg Hansen,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168,2,0.2,2.7168
CA-2017-136539,Consumer,FUR-BO-10004709,Furniture,Bookcases,Greg Hansen,"Bush Westfield Collection Bookcases, Medium Cherry Finish",78.8528,2,0.32,-11.596
CA-2017-119305,Consumer,OFF-ST-10000604,Office Supplies,Storage,Scott Williamson,Home/Office Personal File Carts,173.8,5,0,43.45
CA-2017-102414,Consumer,TEC-PH-10002923,Technology,Phones,Joseph Airdo,"Logitech B530 USB Headset - headset - Full size, Binaural",29.592,1,0.2,2.5893
CA-2017-102414,Consumer,OFF-BI-10004465,Office Supplies,Binders,Joseph Airdo,Avery Durable Slant Ring Binders,4.752,2,0.7,-3.168
CA-2017-102414,Consumer,OFF-PA-10002333,Office Supplies,Paper,Joseph Airdo,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",15.552,3,0.2,5.6376
CA-2015-112571,Consumer,FUR-FU-10004188,Furniture,Furnishings,Daniel Lacy,Luxo Professional Combination Clamp-On Lamps,204.6,2,0,53.196
CA-2017-152142,Corporate,FUR-CH-10002965,Furniture,Chairs,Lindsay Williams,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,0.2,28.1372
CA-2015-160059,Home Office,OFF-BI-10000145,Office Supplies,Binders,Thomas Brumley,Zipper Ring Binder Pockets,6.24,2,0,3.0576
CA-2016-120859,Corporate,OFF-EN-10001335,Office Supplies,Envelopes,Cynthia Voltz,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",21.88,2,0,10.94
CA-2014-127488,Consumer,OFF-LA-10001613,Office Supplies,Labels,Maribeth Schnelling,Avery File Folder Labels,4.608,2,0.2,1.6704
CA-2017-135279,Home Office,OFF-LA-10004055,Office Supplies,Labels,Bryan Spruell,Color-Coded Legal Exhibit Labels,9.82,2,0,4.8118
CA-2017-135279,Home Office,OFF-AR-10004344,Office Supplies,Art,Bryan Spruell,Bulldog Vacuum Base Pencil Sharpener,35.97,3,0,9.7119
CA-2017-135279,Home Office,OFF-PA-10004621,Office Supplies,Paper,Bryan Spruell,Xerox 212,12.96,2,0,6.2208
CA-2017-135279,Home Office,OFF-PA-10001281,Office Supplies,Paper,Bryan Spruell,Computer Printout Paper with Letter-Trim Fine Perforations,191.6,4,0,91.968
CA-2017-135279,Home Office,OFF-LA-10001613,Office Supplies,Labels,Bryan Spruell,Avery File Folder Labels,8.64,3,0,4.2336
CA-2017-135279,Home Office,OFF-ST-10001097,Office Supplies,Storage,Bryan Spruell,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,3,0,0
CA-2014-115791,Consumer,FUR-FU-10001095,Furniture,Furnishings,Delfina Latchford,DAX Black Cherry Wood-Tone Poster Frame,127.104,6,0.2,28.5984
CA-2014-115791,Consumer,TEC-PH-10004614,Technology,Phones,Delfina Latchford,AT&T 841000 Phone,124.2,3,0.4,-31.05
CA-2014-115791,Consumer,OFF-BI-10001575,Office Supplies,Binders,Delfina Latchford,GBC Linen Binding Covers,18.588,2,0.7,-13.6312
CA-2014-115791,Consumer,OFF-LA-10001074,Office Supplies,Labels,Delfina Latchford,Round Specialty Laser Printer Labels,30.072,3,0.2,10.1493
US-2017-103247,Home Office,TEC-PH-10003555,Technology,Phones,Phillina Ober,Motorola HK250 Universal Bluetooth Headset,160.93,7,0,3.2186
US-2017-103247,Home Office,OFF-BI-10004492,Office Supplies,Binders,Phillina Ober,Tuf-Vin Binders,75.792,3,0.2,25.5798
US-2017-100209,Consumer,OFF-BI-10002012,Office Supplies,Binders,Tamara Dahlen,Wilson Jones Easy Flow II Sheet Lifters,1.08,2,0.7,-0.792
CA-2017-159366,Corporate,TEC-MA-10000822,Technology,Machines,Bart Watters,Lexmark MX611dhe Monochrome Laser Printer,3059.982,2,0.1,679.996
CA-2016-145499,Consumer,OFF-BI-10000848,Office Supplies,Binders,Robert Waldorf,Angle-D Ring Binders,3.282,2,0.7,-2.6256
CA-2015-157035,Corporate,OFF-PA-10004156,Office Supplies,Paper,Ken Brennan,Xerox 188,34.02,3,0,16.6698
CA-2016-144939,Consumer,FUR-CH-10003199,Furniture,Chairs,Emily Burns,Office Star - Contemporary Task Swivel Chair,599.292,6,0.1,93.2232
CA-2014-163419,Consumer,OFF-AR-10000034,Office Supplies,Art,Tracy Zic,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",3.392,1,0.2,0.8056
CA-2014-163419,Consumer,TEC-PH-10000560,Technology,Phones,Tracy Zic,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),559.984,2,0.2,55.9984
CA-2014-163419,Consumer,FUR-CH-10000665,Furniture,Chairs,Tracy Zic,"Global Airflow Leather Mesh Back Chair, Black",603.92,5,0.2,75.49
CA-2017-100314,Home Office,OFF-LA-10001569,Office Supplies,Labels,Ann Steele,Avery 499,7.968,2,0.2,2.5896
CA-2017-100314,Home Office,OFF-EN-10000461,Office Supplies,Envelopes,Ann Steele,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",27.968,4,0.2,9.4392
CA-2017-100314,Home Office,TEC-MA-10003066,Technology,Machines,Ann Steele,Wasp CCD Handheld Bar Code Reader,336.51,3,0.4,44.868
CA-2015-146829,Consumer,OFF-BI-10004022,Office Supplies,Binders,Toby Swindell,Acco Suede Grain Vinyl Round Ring Binder,1.112,2,0.8,-1.8904
CA-2017-167899,Corporate,FUR-FU-10004071,Furniture,Furnishings,John Grady,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,520.05,5,0,72.807
CA-2017-167899,Corporate,OFF-AR-10001988,Office Supplies,Art,John Grady,Bulldog Table or Wall-Mount Pencil Sharpener,17.97,3,0,5.2113
CA-2015-153549,Home Office,FUR-CH-10004086,Furniture,Chairs,Sara Luxemburg,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1166.92,5,0.2,131.2785
CA-2016-110023,Consumer,OFF-BI-10001036,Office Supplies,Binders,Troy Staebel,Cardinal EasyOpen D-Ring Binders,14.624,2,0.2,5.484
CA-2016-105585,Consumer,OFF-FA-10002983,Office Supplies,Fasteners,Roland Fjeld,Advantus SlideClip Paper Clips,10.23,3,0,4.9104
CA-2016-105585,Consumer,OFF-PA-10003625,Office Supplies,Paper,Roland Fjeld,Xerox 1979,154.9,5,0,69.705
CA-2014-117639,Corporate,OFF-BI-10003925,Office Supplies,Binders,Mitch Willingham,Fellowes PB300 Plastic Comb Binding Machine,2715.93,7,0,1276.4871
CA-2014-117639,Corporate,TEC-PH-10001530,Technology,Phones,Mitch Willingham,Plantronics Voyager Pro Legend,617.97,3,0,173.0316
CA-2015-162537,Consumer,OFF-EN-10003862,Office Supplies,Envelopes,Rob Dowd,Laser & Ink Jet Business Envelopes,10.67,1,0,4.9082
CA-2015-162537,Consumer,OFF-ST-10004258,Office Supplies,Storage,Rob Dowd,Portable Personal File Box,36.63,3,0,9.8901
CA-2015-162537,Consumer,FUR-FU-10002885,Furniture,Furnishings,Rob Dowd,Magna Visual Magnetic Picture Hangers,24.1,5,0,9.158
CA-2015-162537,Consumer,FUR-FU-10001918,Furniture,Furnishings,Rob Dowd,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7,0,12.9129
CA-2016-155488,Home Office,OFF-AR-10002956,Office Supplies,Art,Frank Merwin,Boston 16801 Nautilus Battery Pencil Sharpener,44.02,2,0,11.4452
CA-2015-124891,Consumer,TEC-AC-10003033,Technology,Accessories,Rick Hansen,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2309.65,7,0,762.1845
CA-2015-124891,Consumer,FUR-TA-10002903,Furniture,Tables,Rick Hansen,"Bevis Round Bullnose 29"" High Table Top",1090.782,7,0.4,-290.8752
CA-2015-124891,Consumer,OFF-PA-10004621,Office Supplies,Paper,Rick Hansen,Xerox 212,19.44,3,0,9.3312
CA-2015-126445,Consumer,OFF-ST-10000046,Office Supplies,Storage,Ryan Akin,Fellowes Super Stor/Drawer Files,484.65,3,0,92.0835
CA-2015-111199,Consumer,OFF-PA-10001790,Office Supplies,Paper,Joe Kamberova,Xerox 1910,115.296,3,0.2,40.3536
CA-2015-105312,Consumer,OFF-EN-10002600,Office Supplies,Envelopes,Meg Tillman,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08,3,0.2,2.478
CA-2015-105312,Consumer,OFF-BI-10002049,Office Supplies,Binders,Meg Tillman,UniKeep View Case Binders,4.401,3,0.7,-3.5208
US-2017-106705,Consumer,OFF-PA-10001509,Office Supplies,Paper,Patrick O'Brill,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75,5,0,20.585
CA-2017-135034,Consumer,TEC-PH-10003931,Technology,Phones,Annie Thurman,JBL Micro Wireless Portable Bluetooth Speaker,95.984,2,0.2,5.999
CA-2014-158540,Consumer,FUR-FU-10001602,Furniture,Furnishings,Vivek Gonzalez,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",151.72,4,0,27.3096
CA-2017-118437,Consumer,FUR-FU-10004848,Furniture,Furnishings,Philip Fox,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",155.25,3,0,46.575
CA-2017-118437,Consumer,OFF-ST-10003722,Office Supplies,Storage,Philip Fox,Project Tote Personal File,14.03,1,0,4.0687
US-2015-126214,Consumer,FUR-TA-10003748,Furniture,Tables,John Stevenson,Bevis 36 x 72 Conference Tables,1618.37,13,0,356.0414
US-2015-126214,Consumer,TEC-AC-10003198,Technology,Accessories,John Stevenson,Enermax Acrylux Wireless Keyboard,99.6,1,0,36.852
CA-2015-133025,Home Office,OFF-PA-10004100,Office Supplies,Paper,Meg O'Connel,Xerox 216,32.4,5,0,15.552
CA-2015-108665,Corporate,FUR-FU-10002191,Furniture,Furnishings,Kalyca Meade,G.E. Halogen Desk Lamp Bulbs,13.96,2,0,6.7008
CA-2015-108665,Corporate,FUR-FU-10000965,Furniture,Furnishings,Kalyca Meade,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",155.82,3,0,63.8862
CA-2015-108665,Corporate,TEC-PH-10004188,Technology,Phones,Kalyca Meade,OtterBox Commuter Series Case - Samsung Galaxy S4,124.95,5,0,2.499
CA-2015-108665,Corporate,OFF-ST-10001526,Office Supplies,Storage,Kalyca Meade,Iceberg Mobile Mega Data/Printer Cart ,601.65,5,0,156.429
CA-2015-124450,Consumer,OFF-AR-10001166,Office Supplies,Art,Greg Tran,Staples in misc. colors,22.74,3,0,8.8686
CA-2015-124450,Consumer,FUR-CH-10000309,Furniture,Chairs,Greg Tran,Global Comet Stacking Arm Chair,1267.53,3,0,316.8825
CA-2015-124450,Consumer,TEC-MA-10004212,Technology,Machines,Greg Tran,Cisco SPA525G2 5-Line IP Phone,1379.92,8,0,648.5624
CA-2015-167269,Consumer,OFF-EN-10003072,Office Supplies,Envelopes,Philip Brown,Peel & Seel Envelopes,6.208,2,0.2,2.1728
CA-2017-106964,Home Office,OFF-BI-10000320,Office Supplies,Binders,Hallie Redmond,GBC Plastic Binding Combs,11.808,2,0.2,4.2804
CA-2016-126529,Home Office,OFF-PA-10001166,Office Supplies,Paper,Deanra Eno,Xerox 2,15.552,3,0.2,5.4432
CA-2016-126529,Home Office,OFF-PA-10003656,Office Supplies,Paper,Deanra Eno,Xerox 1935,63.312,3,0.2,20.5764
CA-2016-126529,Home Office,TEC-PH-10000148,Technology,Phones,Deanra Eno,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,15.588,2,0.4,-9.8724
CA-2014-163552,Corporate,OFF-PA-10000474,Office Supplies,Paper,Laura Armstrong,Easy-staple paper,177.2,5,0,83.284
CA-2014-163552,Corporate,TEC-PH-10003885,Technology,Phones,Laura Armstrong,Cisco SPA508G,197.97,3,0,57.4113
CA-2014-163552,Corporate,FUR-CH-10003379,Furniture,Chairs,Laura Armstrong,Global Commerce Series High-Back Swivel/Tilt Chairs,854.94,3,0,213.735
CA-2014-163552,Corporate,FUR-FU-10000629,Furniture,Furnishings,Laura Armstrong,9-3/4 Diameter Round Wall Clock,124.11,9,0,52.1262
CA-2014-163552,Corporate,OFF-LA-10001175,Office Supplies,Labels,Laura Armstrong,Avery 514,14.4,5,0,7.056
CA-2016-109820,Consumer,OFF-PA-10000955,Office Supplies,Paper,Allen Goldenen,Southworth 25% Cotton Granite Paper & Envelopes,15.696,3,0.2,5.1012
CA-2016-109820,Consumer,OFF-BI-10003460,Office Supplies,Binders,Allen Goldenen,Acco 3-Hole Punch,2.628,2,0.7,-1.9272
CA-2016-109820,Consumer,OFF-BI-10000474,Office Supplies,Binders,Allen Goldenen,Avery Recycled Flexi-View Covers for Binding Systems,14.427,3,0.7,-10.5798
CA-2016-113061,Home Office,FUR-FU-10003975,Furniture,Furnishings,Ed Ludwig,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,86.62,2,0,8.662
CA-2015-127418,Consumer,OFF-BI-10003707,Office Supplies,Binders,Jennifer Jackson,Aluminum Screw Posts,36.624,3,0.2,13.734
CA-2017-121818,Consumer,OFF-AR-10000203,Office Supplies,Art,Jennifer Halladay,Newell 336,23.968,7,0.2,2.6964
CA-2017-121818,Consumer,OFF-AR-10004790,Office Supplies,Art,Jennifer Halladay,Staples in misc. colors,28.728,3,0.2,1.7955
CA-2016-127670,Home Office,FUR-TA-10001095,Furniture,Tables,Robert Dilbeck,Chromcraft Round Conference Tables,697.16,4,0,146.4036
CA-2016-102981,Consumer,TEC-AC-10004761,Technology,Accessories,Mary O'Rourke,Maxell 4.7GB DVD+RW 3/Pack,31.86,2,0,11.151
CA-2016-102981,Consumer,FUR-BO-10001811,Furniture,Bookcases,Mary O'Rourke,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722.352,3,0.2,90.294
CA-2017-115651,Corporate,OFF-AR-10001130,Office Supplies,Art,Noel Staavos,"Quartet Alpha White Chalk, 12/Pack",8.84,5,0.2,2.9835
CA-2017-115651,Corporate,OFF-AP-10000055,Office Supplies,Appliances,Noel Staavos,Belkin F9S820V06 8 Outlet Surge,58.464,9,0.8,-146.16
CA-2017-152702,Home Office,FUR-CH-10002304,Furniture,Chairs,Steve Nguyen,"Global Stack Chair without Arms, Black",254.604,14,0.3,-18.186
CA-2016-169103,Consumer,TEC-PH-10001530,Technology,Phones,Zuschuss Carroll,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,0.2,85.2475
CA-2016-169103,Consumer,FUR-FU-10004006,Furniture,Furnishings,Zuschuss Carroll,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.8385
CA-2014-139192,Consumer,TEC-PH-10000486,Technology,Phones,Lena Creighton,Plantronics HL10 Handset Lifter,1113.504,12,0.2,125.2692
CA-2014-139192,Consumer,TEC-AC-10001606,Technology,Accessories,Lena Creighton,Logitech Wireless Performance Mouse MX for PC and Mac,99.99,1,0,37.9962
US-2015-153500,Corporate,FUR-FU-10000293,Furniture,Furnishings,Deirdre Greer,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,168.464,2,0.2,-29.4812
US-2015-153500,Corporate,OFF-PA-10001307,Office Supplies,Paper,Deirdre Greer,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",6.72,2,0.2,2.436
US-2015-153500,Corporate,FUR-FU-10004460,Furniture,Furnishings,Deirdre Greer,"Howard Miller 12"" Round Wall Clock",282.888,9,0.2,56.5776
CA-2015-110667,Home Office,OFF-AR-10000716,Office Supplies,Art,Nicole Fjeld,DIXON Ticonderoga Erasable Checking Pencils,11.16,2,0,4.3524
CA-2015-110667,Home Office,FUR-FU-10004622,Furniture,Furnishings,Nicole Fjeld,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4,2,0,22.764
CA-2015-110667,Home Office,OFF-BI-10002735,Office Supplies,Binders,Nicole Fjeld,GBC Prestige Therm-A-Bind Covers,82.344,3,0.2,27.7911
CA-2015-110667,Home Office,OFF-BI-10003529,Office Supplies,Binders,Nicole Fjeld,Avery Round Ring Poly Binders,9.088,4,0.2,3.2944
CA-2017-167150,Corporate,OFF-BI-10001097,Office Supplies,Binders,Ben Peterman,Avery Hole Reinforcements,19.936,4,0.2,7.2268
CA-2017-167150,Corporate,OFF-BI-10001597,Office Supplies,Binders,Ben Peterman,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",65.568,2,0.2,22.9488
CA-2016-105284,Home Office,OFF-FA-10001754,Office Supplies,Fasteners,Matthew Grinstein,Stockwell Gold Paper Clips,4.416,3,0.2,1.6008
US-2015-125374,Consumer,FUR-CH-10003396,Furniture,Chairs,Julia Dunbar,Global Deluxe Steno Chair,107.772,2,0.3,-29.2524
CA-2015-161263,Corporate,OFF-AP-10002350,Office Supplies,Appliances,Theresa Swint,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,45.216,3,0.2,4.5216
CA-2015-161263,Corporate,OFF-FA-10004838,Office Supplies,Fasteners,Theresa Swint,"Super Bands, 12/Pack",10.416,7,0.2,-2.2134
