RowID,OrderID,OrderDate,ShipDate,ShipMode,CustomeID,CustomeName
1000,CA-2015-162537,10/28/15,11/03/15,Standard Class,RD-19585,Rob Dowd
1001,CA-2016-155488,11/13/16,11/17/16,Standard Class,FM-14290,Frank Merwin
1002,CA-2015-124891,07/31/15,07/31/15,Same Day,RH-19495,Rick Hansen
1003,CA-2015-124891,07/31/15,07/31/15,Same Day,RH-19495,Rick Hansen
1004,CA-2015-124891,07/31/15,07/31/15,Same Day,RH-19495,Rick Hansen
1005,CA-2015-126445,08/27/15,08/31/15,Standard Class,RA-19945,Ryan Akin
1006,CA-2015-111199,11/13/15,11/17/15,Standard Class,JK-15730,Joe Kamberova
1007,CA-2015-105312,11/06/15,11/09/15,First Class,MT-17815,Meg Tillman
1008,CA-2015-105312,11/06/15,11/09/15,First Class,MT-17815,Meg Tillman
1009,US-2017-106705,12/26/17,01/01/18,Standard Class,PO-18850,Patrick O'Brill
1010,CA-2017-135034,08/01/17,08/03/17,First Class,AT-10735,Annie Thurman
1011,CA-2014-158540,11/24/14,11/26/14,First Class,VG-21790,Vivek Gonzalez
1012,CA-2017-118437,06/17/17,06/21/17,Second Class,PF-19165,Philip Fox
1013,CA-2017-118437,06/17/17,06/21/17,Second Class,PF-19165,Philip Fox
1014,US-2015-126214,12/21/15,12/24/15,Second Class,JS-15880,John Stevenson
1015,US-2015-126214,12/21/15,12/24/15,Second Class,JS-15880,John Stevenson
1016,CA-2015-133025,09/17/15,09/19/15,Second Class,MO-17800,Meg O'Connel
1017,CA-2015-108665,07/06/15,07/10/15,Standard Class,KM-16225,Kalyca Meade
1018,CA-2015-108665,07/06/15,07/10/15,Standard Class,KM-16225,Kalyca Meade
1019,CA-2015-108665,07/06/15,07/10/15,Standard Class,KM-16225,Kalyca Meade
1020,CA-2015-108665,07/06/15,07/10/15,Standard Class,KM-16225,Kalyca Meade
1021,CA-2015-124450,04/27/15,05/03/15,Standard Class,GT-14710,Greg Tran
1022,CA-2015-124450,04/27/15,05/03/15,Standard Class,GT-14710,Greg Tran
1023,CA-2015-124450,04/27/15,05/03/15,Standard Class,GT-14710,Greg Tran
1024,CA-2015-167269,06/16/15,06/20/15,Standard Class,PB-19150,Philip Brown
1025,CA-2017-106964,12/17/17,12/20/17,First Class,HR-14770,Hallie Redmond
1026,CA-2016-126529,01/11/16,01/13/16,Second Class,DE-13255,Deanra Eno
1027,CA-2016-126529,01/11/16,01/13/16,Second Class,DE-13255,Deanra Eno
1028,CA-2016-126529,01/11/16,01/13/16,Second Class,DE-13255,Deanra Eno
1029,CA-2014-163552,07/11/14,07/15/14,Standard Class,LA-16780,Laura Armstrong
1030,CA-2014-163552,07/11/14,07/15/14,Standard Class,LA-16780,Laura Armstrong
1031,CA-2014-163552,07/11/14,07/15/14,Standard Class,LA-16780,Laura Armstrong
1032,CA-2014-163552,07/11/14,07/15/14,Standard Class,LA-16780,Laura Armstrong
1033,CA-2014-163552,07/11/14,07/15/14,Standard Class,LA-16780,Laura Armstrong
1034,CA-2016-109820,11/20/16,11/22/16,First Class,AG-10390,Allen Goldenen
1035,CA-2016-109820,11/20/16,11/22/16,First Class,AG-10390,Allen Goldenen
1036,CA-2016-109820,11/20/16,11/22/16,First Class,AG-10390,Allen Goldenen
1037,CA-2016-113061,04/22/16,04/26/16,Standard Class,EL-13735,Ed Ludwig
1038,CA-2015-127418,06/13/15,06/14/15,First Class,JJ-15445,Jennifer Jackson
1039,CA-2017-121818,11/20/17,11/21/17,First Class,JH-15430,Jennifer Halladay
1040,CA-2017-121818,11/20/17,11/21/17,First Class,JH-15430,Jennifer Halladay
1041,CA-2016-127670,03/20/16,03/24/16,Standard Class,RD-19660,Robert Dilbeck
1042,CA-2016-102981,09/06/16,09/09/16,Second Class,MO-17500,Mary O'Rourke
1043,CA-2016-102981,09/06/16,09/09/16,Second Class,MO-17500,Mary O'Rourke
1044,CA-2017-115651,07/09/17,07/12/17,First Class,NS-18640,Noel Staavos
1045,CA-2017-115651,07/09/17,07/12/17,First Class,NS-18640,Noel Staavos
1046,CA-2017-152702,10/12/17,10/16/17,Standard Class,SN-20710,Steve Nguyen
1047,CA-2016-169103,03/08/16,03/13/16,Standard Class,ZC-21910,Zuschuss Carroll
1048,CA-2016-169103,03/08/16,03/13/16,Standard Class,ZC-21910,Zuschuss Carroll
1049,CA-2014-139192,05/27/14,06/01/14,Second Class,LC-16885,Lena Creighton
1050,CA-2014-139192,05/27/14,06/01/14,Second Class,LC-16885,Lena Creighton
1051,US-2015-153500,07/03/15,07/05/15,First Class,DG-13300,Deirdre Greer
1052,US-2015-153500,07/03/15,07/05/15,First Class,DG-13300,Deirdre Greer
1053,US-2015-153500,07/03/15,07/05/15,First Class,DG-13300,Deirdre Greer
1054,CA-2015-110667,04/04/15,04/08/15,Standard Class,NF-18595,Nicole Fjeld
1055,CA-2015-110667,04/04/15,04/08/15,Standard Class,NF-18595,Nicole Fjeld
1056,CA-2015-110667,04/04/15,04/08/15,Standard Class,NF-18595,Nicole Fjeld
1057,CA-2015-110667,04/04/15,04/08/15,Standard Class,NF-18595,Nicole Fjeld
1058,CA-2017-167150,12/10/17,12/17/17,Standard Class,BP-11185,Ben Peterman
1059,CA-2017-167150,12/10/17,12/17/17,Standard Class,BP-11185,Ben Peterman
1060,CA-2016-105284,11/24/16,12/01/16,Standard Class,MG-17650,Matthew Grinstein
1061,US-2015-125374,03/23/15,03/29/15,Standard Class,JD-16060,Julia Dunbar
1062,CA-2015-161263,04/16/15,04/21/15,Standard Class,TS-21160,Theresa Swint
1063,CA-2015-161263,04/16/15,04/21/15,Standard Class,TS-21160,Theresa Swint
1064,CA-2015-161263,04/16/15,04/21/15,Standard Class,TS-21160,Theresa Swint
1065,CA-2015-161263,04/16/15,04/21/15,Standard Class,TS-21160,Theresa Swint
1066,CA-2015-161263,04/16/15,04/21/15,Standard Class,TS-21160,Theresa Swint
1067,CA-2015-161263,04/16/15,04/21/15,Standard Class,TS-21160,Theresa Swint
1068,CA-2016-157686,10/01/16,10/02/16,First Class,BD-11620,Brian DeCherney
1069,US-2017-139955,09/28/17,09/30/17,Second Class,CM-12160,Charles McCrossin
1070,US-2015-150161,07/25/15,07/29/15,Standard Class,RB-19795,Ross Baird
1071,CA-2015-144652,11/20/15,11/26/15,Standard Class,SN-20560,Skye Norling
1072,CA-2016-152814,04/28/16,05/02/16,Standard Class,EH-14005,Erica Hernandez
1073,CA-2017-106943,11/14/17,11/19/17,Standard Class,FO-14305,Frank Olsen
1074,CA-2016-134348,11/12/16,11/19/16,Standard Class,MS-17710,Maurice Satty
1075,CA-2016-134348,11/12/16,11/19/16,Standard Class,MS-17710,Maurice Satty
1076,CA-2016-134348,11/12/16,11/19/16,Standard Class,MS-17710,Maurice Satty
1077,CA-2016-161781,09/29/16,09/30/16,First Class,CC-12100,Chad Cunningham
1078,CA-2017-132521,09/23/17,09/25/17,Second Class,DW-13540,Don Weiss
1079,CA-2017-132521,09/23/17,09/25/17,Second Class,DW-13540,Don Weiss
1080,CA-2017-132521,09/23/17,09/25/17,Second Class,DW-13540,Don Weiss
1081,CA-2015-110016,11/29/15,12/04/15,Standard Class,BT-11395,Bill Tyler
1082,CA-2015-110016,11/29/15,12/04/15,Standard Class,BT-11395,Bill Tyler
1083,US-2016-143819,03/01/16,03/05/16,Standard Class,KD-16270,Karen Daniels
1084,US-2016-143819,03/01/16,03/05/16,Standard Class,KD-16270,Karen Daniels
1085,US-2016-143819,03/01/16,03/05/16,Standard Class,KD-16270,Karen Daniels
1086,US-2016-143819,03/01/16,03/05/16,Standard Class,KD-16270,Karen Daniels
1087,CA-2016-167584,08/12/16,08/12/16,Same Day,LC-16870,Lena Cacioppo
1088,CA-2016-166163,08/15/16,08/20/16,Second Class,CY-12745,Craig Yedwab
1089,CA-2016-166163,08/15/16,08/20/16,Second Class,CY-12745,Craig Yedwab
1090,CA-2017-158407,06/04/17,06/10/17,Standard Class,LW-16990,Lindsay Williams
1091,CA-2017-158407,06/04/17,06/10/17,Standard Class,LW-16990,Lindsay Williams
1092,CA-2015-143490,12/06/15,12/13/15,Standard Class,NP-18325,Naresj Patel
1093,CA-2015-143490,12/06/15,12/13/15,Standard Class,NP-18325,Naresj Patel
1094,CA-2015-165085,12/27/15,12/31/15,Standard Class,BT-11485,Brad Thomas
1095,CA-2015-165085,12/27/15,12/31/15,Standard Class,BT-11485,Brad Thomas
1096,CA-2017-160423,01/21/17,01/26/17,Standard Class,PS-19045,Penelope Sewall
1097,CA-2017-160423,01/21/17,01/26/17,Standard Class,PS-19045,Penelope Sewall
1098,CA-2014-159338,06/25/14,06/28/14,First Class,NS-18640,Noel Staavos
1099,CA-2016-107216,06/14/16,06/17/16,First Class,PV-18985,Paul Van Hugh
1100,CA-2016-107216,06/14/16,06/17/16,First Class,PV-18985,Paul Van Hugh
1101,CA-2016-107216,06/14/16,06/17/16,First Class,PV-18985,Paul Van Hugh
1102,CA-2016-107216,06/14/16,06/17/16,First Class,PV-18985,Paul Van Hugh
1103,US-2017-145863,04/21/17,04/27/17,Standard Class,RP-19390,Resi Pölking
1104,US-2017-145863,04/21/17,04/27/17,Standard Class,RP-19390,Resi Pölking
1105,CA-2016-112340,10/21/16,10/27/16,Standard Class,NM-18520,Neoma Murray
1106,US-2016-110156,11/19/16,11/24/16,Standard Class,EH-13945,Eric Hoffmann
1107,US-2016-110156,11/19/16,11/24/16,Standard Class,EH-13945,Eric Hoffmann
1108,US-2016-110156,11/19/16,11/24/16,Standard Class,EH-13945,Eric Hoffmann
1109,US-2016-110156,11/19/16,11/24/16,Standard Class,EH-13945,Eric Hoffmann
1110,US-2016-110156,11/19/16,11/24/16,Standard Class,EH-13945,Eric Hoffmann
1111,US-2016-110156,11/19/16,11/24/16,Standard Class,EH-13945,Eric Hoffmann
1112,US-2016-110156,11/19/16,11/24/16,Standard Class,EH-13945,Eric Hoffmann
1113,US-2016-110156,11/19/16,11/24/16,Standard Class,EH-13945,Eric Hoffmann
1114,CA-2017-140585,12/18/17,12/23/17,Second Class,RA-19915,Russell Applegate
1115,CA-2017-140585,12/18/17,12/23/17,Second Class,RA-19915,Russell Applegate
1116,CA-2017-140585,12/18/17,12/23/17,Second Class,RA-19915,Russell Applegate
1117,CA-2016-144855,07/22/16,07/24/16,Second Class,DL-13495,Dionis Lloyd
1118,CA-2015-142755,09/04/15,09/08/15,Standard Class,CS-12355,Christine Sundaresam
1119,CA-2015-142755,09/04/15,09/08/15,Standard Class,CS-12355,Christine Sundaresam
1120,CA-2015-142755,09/04/15,09/08/15,Standard Class,CS-12355,Christine Sundaresam
1121,CA-2015-142755,09/04/15,09/08/15,Standard Class,CS-12355,Christine Sundaresam
1122,US-2014-147627,01/20/14,01/26/14,Standard Class,HL-15040,Hunter Lopez
1123,US-2014-147627,01/20/14,01/26/14,Standard Class,HL-15040,Hunter Lopez
1124,US-2014-147627,01/20/14,01/26/14,Standard Class,HL-15040,Hunter Lopez
1125,US-2014-147627,01/20/14,01/26/14,Standard Class,HL-15040,Hunter Lopez
1126,US-2014-147627,01/20/14,01/26/14,Standard Class,HL-15040,Hunter Lopez
1127,US-2014-147627,01/20/14,01/26/14,Standard Class,HL-15040,Hunter Lopez
1128,CA-2015-105970,03/02/15,03/07/15,Standard Class,PA-19060,Pete Armstrong
1129,CA-2015-105970,03/02/15,03/07/15,Standard Class,PA-19060,Pete Armstrong
1130,CA-2016-112102,04/12/16,04/16/16,Standard Class,BD-11605,Brian Dahlen
1131,CA-2016-112102,04/12/16,04/16/16,Standard Class,BD-11605,Brian Dahlen
1132,CA-2016-112102,04/12/16,04/16/16,Standard Class,BD-11605,Brian Dahlen
1133,US-2016-114776,12/06/16,12/07/16,First Class,GG-14650,Greg Guthrie
1134,US-2016-134908,06/05/16,06/09/16,Standard Class,JS-15940,Joni Sundaresam
1135,US-2016-134908,06/05/16,06/09/16,Standard Class,JS-15940,Joni Sundaresam
1136,US-2016-148803,12/11/16,12/11/16,Same Day,LR-16915,Lena Radford
1137,CA-2016-152170,11/12/16,11/15/16,Second Class,FH-14275,Frank Hawley
1138,CA-2016-152170,11/12/16,11/15/16,Second Class,FH-14275,Frank Hawley
1139,CA-2016-152170,11/12/16,11/15/16,Second Class,FH-14275,Frank Hawley
1140,CA-2016-152170,11/12/16,11/15/16,Second Class,FH-14275,Frank Hawley
1141,CA-2016-152170,11/12/16,11/15/16,Second Class,FH-14275,Frank Hawley
1142,CA-2014-146969,09/29/14,10/03/14,Standard Class,AP-10915,Arthur Prichep
1143,CA-2014-146969,09/29/14,10/03/14,Standard Class,AP-10915,Arthur Prichep
1144,CA-2014-146969,09/29/14,10/03/14,Standard Class,AP-10915,Arthur Prichep
1145,CA-2014-146969,09/29/14,10/03/14,Standard Class,AP-10915,Arthur Prichep
1146,CA-2014-146969,09/29/14,10/03/14,Standard Class,AP-10915,Arthur Prichep
1147,CA-2015-112452,04/04/15,04/04/15,Same Day,NC-18340,Nat Carroll
1148,CA-2015-112452,04/04/15,04/04/15,Same Day,NC-18340,Nat Carroll
1149,CA-2015-112452,04/04/15,04/04/15,Same Day,NC-18340,Nat Carroll
1150,CA-2015-112452,04/04/15,04/04/15,Same Day,NC-18340,Nat Carroll
1151,CA-2015-112452,04/04/15,04/04/15,Same Day,NC-18340,Nat Carroll
1152,CA-2015-113971,05/08/15,05/14/15,Standard Class,CB-12535,Claudia Bergmann
1153,CA-2017-160395,12/31/16,01/06/17,Standard Class,KL-16555,Kelly Lampkin
1154,CA-2017-160395,12/31/16,01/06/17,Standard Class,KL-16555,Kelly Lampkin
1155,CA-2014-136567,12/20/14,12/21/14,First Class,PS-19045,Penelope Sewall
1156,CA-2014-136567,12/20/14,12/21/14,First Class,PS-19045,Penelope Sewall
1157,CA-2014-136567,12/20/14,12/21/14,First Class,PS-19045,Penelope Sewall
1158,CA-2014-136567,12/20/14,12/21/14,First Class,PS-19045,Penelope Sewall
1159,CA-2016-149314,07/02/16,07/07/16,Second Class,GB-14530,George Bell
1160,CA-2017-147039,06/29/17,07/04/17,Standard Class,AA-10315,Alex Avila
1161,CA-2017-147039,06/29/17,07/04/17,Standard Class,AA-10315,Alex Avila
1162,CA-2014-126522,09/01/14,09/05/14,Second Class,LT-16765,Larry Tron
1163,CA-2014-127964,03/03/14,03/08/14,Standard Class,AP-10720,Anne Pryor
1164,CA-2014-127964,03/03/14,03/08/14,Standard Class,AP-10720,Anne Pryor
1165,CA-2014-127964,03/03/14,03/08/14,Standard Class,AP-10720,Anne Pryor
1166,CA-2014-117709,05/04/14,05/08/14,Standard Class,PM-18940,Paul MacIntyre
1167,CA-2015-125416,11/02/15,11/02/15,Same Day,KC-16540,Kelly Collister
1168,CA-2017-145226,12/08/17,12/10/17,Second Class,DL-13315,Delfina Latchford
1169,CA-2017-145226,12/08/17,12/10/17,Second Class,DL-13315,Delfina Latchford
1170,CA-2017-145226,12/08/17,12/10/17,Second Class,DL-13315,Delfina Latchford
1171,CA-2017-145226,12/08/17,12/10/17,Second Class,DL-13315,Delfina Latchford
1172,US-2014-100279,03/10/14,03/14/14,Standard Class,SW-20275,Scott Williamson
1173,CA-2014-158064,04/21/14,04/25/14,Standard Class,AA-10375,Allen Armold
1174,US-2015-104430,10/22/15,10/26/15,Standard Class,LT-17110,Liz Thompson
1175,CA-2015-132080,08/22/15,08/25/15,First Class,DP-13105,Dave Poirier
1176,CA-2016-161207,08/29/16,09/03/16,Standard Class,AB-10060,Adam Bellavance
1177,CA-2014-120243,12/27/14,12/30/14,Second Class,AT-10435,Alyssa Tate
1178,CA-2016-113621,12/01/16,12/05/16,Standard Class,JE-15745,Joel Eaton
1179,CA-2016-113621,12/01/16,12/05/16,Standard Class,JE-15745,Joel Eaton
1180,CA-2016-168081,04/24/16,04/27/16,Second Class,CA-12055,Cathy Armstrong
1181,CA-2014-128146,06/21/14,06/25/14,Standard Class,DB-13060,Dave Brooks
1182,CA-2014-128146,06/21/14,06/25/14,Standard Class,DB-13060,Dave Brooks
1183,CA-2017-138779,01/14/17,01/15/17,First Class,RB-19570,Rob Beeghly
1184,CA-2017-138779,01/14/17,01/15/17,First Class,RB-19570,Rob Beeghly
1185,CA-2014-127131,11/24/14,11/30/14,Standard Class,HR-14830,Harold Ryan
1186,CA-2014-127131,11/24/14,11/30/14,Standard Class,HR-14830,Harold Ryan
1187,CA-2014-127131,11/24/14,11/30/14,Standard Class,HR-14830,Harold Ryan
1188,CA-2014-127131,11/24/14,11/30/14,Standard Class,HR-14830,Harold Ryan
1189,CA-2017-117212,02/26/17,02/28/17,Second Class,BT-11530,Bradley Talbott
1190,CA-2017-117212,02/26/17,02/28/17,Second Class,BT-11530,Bradley Talbott
1191,CA-2017-117212,02/26/17,02/28/17,Second Class,BT-11530,Bradley Talbott
1192,CA-2017-117212,02/26/17,02/28/17,Second Class,BT-11530,Bradley Talbott
1193,CA-2017-117212,02/26/17,02/28/17,Second Class,BT-11530,Bradley Talbott
1194,US-2015-130519,09/15/15,09/15/15,Same Day,NG-18355,Nat Gilpin
1195,US-2015-130519,09/15/15,09/15/15,Same Day,NG-18355,Nat Gilpin
1196,US-2015-130519,09/15/15,09/15/15,Same Day,NG-18355,Nat Gilpin
1197,US-2015-130519,09/15/15,09/15/15,Same Day,NG-18355,Nat Gilpin
1198,CA-2016-130946,04/08/16,04/12/16,Standard Class,ZC-21910,Zuschuss Carroll
1199,CA-2016-130946,04/08/16,04/12/16,Standard Class,ZC-21910,Zuschuss Carroll
1200,CA-2016-130946,04/08/16,04/12/16,Standard Class,ZC-21910,Zuschuss Carroll
1201,CA-2016-114727,07/18/16,07/24/16,Standard Class,LS-16945,Linda Southworth
1202,CA-2016-114727,07/18/16,07/24/16,Standard Class,LS-16945,Linda Southworth
1203,CA-2016-114727,07/18/16,07/24/16,Standard Class,LS-16945,Linda Southworth
1204,CA-2016-114727,07/18/16,07/24/16,Standard Class,LS-16945,Linda Southworth
1205,CA-2016-114727,07/18/16,07/24/16,Standard Class,LS-16945,Linda Southworth
1206,CA-2017-133235,08/01/17,08/04/17,First Class,LH-16750,Larry Hughes
1207,CA-2016-137050,07/14/16,07/18/16,Second Class,SW-20755,Steven Ward
1208,CA-2016-137050,07/14/16,07/18/16,Second Class,SW-20755,Steven Ward
1209,CA-2016-137050,07/14/16,07/18/16,Second Class,SW-20755,Steven Ward
1210,CA-2016-137050,07/14/16,07/18/16,Second Class,SW-20755,Steven Ward
1211,CA-2016-137050,07/14/16,07/18/16,Second Class,SW-20755,Steven Ward
1212,CA-2016-137050,07/14/16,07/18/16,Second Class,SW-20755,Steven Ward
1213,US-2017-118087,09/09/17,09/13/17,Standard Class,SP-20620,Stefania Perrino
1214,US-2017-118087,09/09/17,09/13/17,Standard Class,SP-20620,Stefania Perrino
1215,US-2017-118087,09/09/17,09/13/17,Standard Class,SP-20620,Stefania Perrino
1216,US-2017-118087,09/09/17,09/13/17,Standard Class,SP-20620,Stefania Perrino
1217,US-2017-118087,09/09/17,09/13/17,Standard Class,SP-20620,Stefania Perrino
1218,US-2017-118087,09/09/17,09/13/17,Standard Class,SP-20620,Stefania Perrino
1219,US-2017-118087,09/09/17,09/13/17,Standard Class,SP-20620,Stefania Perrino
1220,US-2017-118087,09/09/17,09/13/17,Standard Class,SP-20620,Stefania Perrino
1221,CA-2014-110184,07/12/14,07/16/14,Standard Class,BF-11170,Ben Ferrer
1222,CA-2014-110184,07/12/14,07/16/14,Standard Class,BF-11170,Ben Ferrer
1223,CA-2016-126004,12/04/16,12/05/16,First Class,BM-11140,Becky Martin
1224,CA-2016-126004,12/04/16,12/05/16,First Class,BM-11140,Becky Martin
1225,CA-2016-126004,12/04/16,12/05/16,First Class,BM-11140,Becky Martin
1226,CA-2016-126004,12/04/16,12/05/16,First Class,BM-11140,Becky Martin
1227,CA-2016-126004,12/04/16,12/05/16,First Class,BM-11140,Becky Martin
1228,CA-2016-126004,12/04/16,12/05/16,First Class,BM-11140,Becky Martin
1229,CA-2017-100013,11/06/17,11/11/17,Standard Class,ZC-21910,Zuschuss Carroll
1230,CA-2017-100013,11/06/17,11/11/17,Standard Class,ZC-21910,Zuschuss Carroll
1231,CA-2017-100013,11/06/17,11/11/17,Standard Class,ZC-21910,Zuschuss Carroll
1232,CA-2015-132570,10/31/15,11/02/15,Second Class,KT-16480,Kean Thornton
1233,CA-2015-132570,10/31/15,11/02/15,Second Class,KT-16480,Kean Thornton
1234,CA-2016-153682,05/30/16,06/01/16,First Class,BG-11695,Brooke Gillingham
1235,CA-2016-144344,10/28/16,10/28/16,Same Day,PG-18820,Patrick Gardner
1236,CA-2016-144344,10/28/16,10/28/16,Same Day,PG-18820,Patrick Gardner
1237,CA-2016-144344,10/28/16,10/28/16,Same Day,PG-18820,Patrick Gardner
1238,CA-2016-144344,10/28/16,10/28/16,Same Day,PG-18820,Patrick Gardner
1239,CA-2014-127012,08/11/14,08/15/14,Standard Class,GM-14680,Greg Matthias
1240,CA-2014-127012,08/11/14,08/15/14,Standard Class,GM-14680,Greg Matthias
1241,CA-2014-127012,08/11/14,08/15/14,Standard Class,GM-14680,Greg Matthias
1242,CA-2016-128727,08/29/16,09/04/16,Standard Class,MO-17800,Meg O'Connel
1243,US-2016-162859,02/15/16,02/22/16,Standard Class,PG-18820,Patrick Gardner
1244,US-2016-162859,02/15/16,02/22/16,Standard Class,PG-18820,Patrick Gardner
1245,CA-2017-133641,05/14/17,05/21/17,Standard Class,EJ-14155,Eva Jacobs
1246,CA-2014-168494,12/12/14,12/14/14,Second Class,NP-18700,Nora Preis
1247,CA-2014-168494,12/12/14,12/14/14,Second Class,NP-18700,Nora Preis
1248,CA-2014-168494,12/12/14,12/14/14,Second Class,NP-18700,Nora Preis
1249,CA-2017-115602,12/18/17,12/24/17,Standard Class,DJ-13630,Doug Jacobs
1250,CA-2017-115602,12/18/17,12/24/17,Standard Class,DJ-13630,Doug Jacobs
1251,CA-2017-115602,12/18/17,12/24/17,Standard Class,DJ-13630,Doug Jacobs
1252,CA-2017-115602,12/18/17,12/24/17,Standard Class,DJ-13630,Doug Jacobs
1253,CA-2015-154956,07/04/15,07/09/15,Standard Class,IM-15070,Irene Maddox
1254,CA-2017-144638,03/10/17,03/14/17,Standard Class,MH-18115,Mick Hernandez
1255,CA-2017-144638,03/10/17,03/14/17,Standard Class,MH-18115,Mick Hernandez
1256,CA-2017-144638,03/10/17,03/14/17,Standard Class,MH-18115,Mick Hernandez
1257,CA-2017-144638,03/10/17,03/14/17,Standard Class,MH-18115,Mick Hernandez
1258,US-2016-168620,12/24/16,12/28/16,Second Class,RB-19795,Ross Baird
1259,US-2016-168620,12/24/16,12/28/16,Second Class,RB-19795,Ross Baird
1260,US-2016-168620,12/24/16,12/28/16,Second Class,RB-19795,Ross Baird
1261,CA-2017-117079,10/23/17,10/27/17,Standard Class,JR-15700,Jocasta Rupert
1262,US-2016-144393,10/28/16,11/04/16,Standard Class,SM-20950,Suzanne McNair
1263,CA-2017-105053,07/07/17,07/09/17,Second Class,CS-12355,Christine Sundaresam
1264,CA-2016-155992,10/01/16,10/02/16,First Class,CC-12220,Chris Cortes
1265,CA-2016-155992,10/01/16,10/02/16,First Class,CC-12220,Chris Cortes
1266,CA-2017-110380,09/02/17,09/07/17,Standard Class,PF-19225,Phillip Flathmann
1267,US-2014-167738,12/24/14,12/29/14,Standard Class,JC-16105,Julie Creighton
1268,US-2014-167738,12/24/14,12/29/14,Standard Class,JC-16105,Julie Creighton
1269,CA-2017-121412,09/23/17,09/27/17,Standard Class,BG-11695,Brooke Gillingham
1270,CA-2017-100426,06/04/17,06/08/17,Standard Class,DC-12850,Dan Campbell
1271,US-2016-103646,04/21/16,04/26/16,Standard Class,SP-20545,Sibella Parks
1272,US-2016-103646,04/21/16,04/26/16,Standard Class,SP-20545,Sibella Parks
1273,US-2016-103646,04/21/16,04/26/16,Standard Class,SP-20545,Sibella Parks
1274,CA-2016-119186,05/26/16,05/26/16,Same Day,MS-17710,Maurice Satty
1275,CA-2016-119186,05/26/16,05/26/16,Same Day,MS-17710,Maurice Satty
1276,CA-2016-119186,05/26/16,05/26/16,Same Day,MS-17710,Maurice Satty
1277,CA-2016-119186,05/26/16,05/26/16,Same Day,MS-17710,Maurice Satty
1278,CA-2016-148698,05/02/16,05/07/16,Standard Class,BD-11770,Bryan Davis
1279,CA-2014-163293,09/08/14,09/11/14,First Class,KC-16255,Karen Carlisle
1280,CA-2014-163293,09/08/14,09/11/14,First Class,KC-16255,Karen Carlisle
1281,CA-2016-160815,09/05/16,09/06/16,First Class,TR-21325,Toby Ritter
1282,CA-2017-122154,04/09/17,04/11/17,First Class,SA-20830,Sue Ann Reed
1283,CA-2017-122154,04/09/17,04/11/17,First Class,SA-20830,Sue Ann Reed
1284,CA-2017-122154,04/09/17,04/11/17,First Class,SA-20830,Sue Ann Reed
1285,US-2015-149692,12/06/15,12/12/15,Standard Class,KW-16435,Katrina Willman
1286,CA-2016-119445,06/26/16,07/03/16,Standard Class,GM-14500,Gene McClure
1287,CA-2015-124268,07/04/15,07/08/15,Standard Class,AD-10180,Alan Dominguez
1288,CA-2016-154711,11/22/16,11/26/16,Standard Class,TB-21355,Todd Boyes
1289,CA-2016-154711,11/22/16,11/26/16,Standard Class,TB-21355,Todd Boyes
1290,CA-2016-154711,11/22/16,11/26/16,Standard Class,TB-21355,Todd Boyes
1291,CA-2016-163384,11/10/16,11/12/16,First Class,CC-12430,Chuck Clark
1292,CA-2016-163384,11/10/16,11/12/16,First Class,CC-12430,Chuck Clark
1293,CA-2015-101707,08/27/15,09/01/15,Standard Class,PF-19165,Philip Fox
1294,CA-2015-101707,08/27/15,09/01/15,Standard Class,PF-19165,Philip Fox
1295,CA-2015-101707,08/27/15,09/01/15,Standard Class,PF-19165,Philip Fox
1296,CA-2015-138898,05/25/15,05/29/15,Standard Class,JH-16180,Justin Hirsh
1297,CA-2017-115427,12/30/17,01/03/18,Standard Class,EB-13975,Erica Bern
1298,CA-2017-115427,12/30/17,01/03/18,Standard Class,EB-13975,Erica Bern
1299,CA-2016-134425,12/08/16,12/12/16,Second Class,QJ-19255,Quincy Jones
1300,CA-2015-121391,10/04/15,10/07/15,First Class,AA-10315,Alex Avila
1301,CA-2016-137043,12/23/16,12/25/16,Second Class,LC-17140,Logan Currie
1302,CA-2016-137043,12/23/16,12/25/16,Second Class,LC-17140,Logan Currie
1303,CA-2015-115847,09/19/15,09/24/15,Second Class,TC-21535,Tracy Collins
1304,US-2017-126179,07/03/17,07/07/17,Standard Class,CS-12460,Chuck Sachs
1305,US-2017-126179,07/03/17,07/07/17,Standard Class,CS-12460,Chuck Sachs
1306,CA-2016-101966,07/14/16,07/16/16,Second Class,BM-11785,Bryan Mills
1307,CA-2016-141397,06/20/16,06/21/16,First Class,RC-19825,Roy Collins
1308,CA-2016-141397,06/20/16,06/21/16,First Class,RC-19825,Roy Collins
1309,CA-2016-141397,06/20/16,06/21/16,First Class,RC-19825,Roy Collins
1310,CA-2016-141397,06/20/16,06/21/16,First Class,RC-19825,Roy Collins
1311,CA-2016-141397,06/20/16,06/21/16,First Class,RC-19825,Roy Collins
1312,CA-2016-141082,12/09/16,12/13/16,Standard Class,FM-14380,Fred McMath
1313,CA-2016-141082,12/09/16,12/13/16,Standard Class,FM-14380,Fred McMath
1314,US-2016-134488,09/24/16,10/01/16,Standard Class,PK-19075,Pete Kriz
1315,CA-2016-145919,12/18/16,12/23/16,Standard Class,HG-14965,Henry Goldwyn
1316,CA-2016-145919,12/18/16,12/23/16,Standard Class,HG-14965,Henry Goldwyn
1317,CA-2016-145919,12/18/16,12/23/16,Standard Class,HG-14965,Henry Goldwyn
